headline,category
St. Louis ranks 41st (of 50) in U.S. metro fit city index,medical
nintendo handheld given euro date nintendo s new handheld console  the ds  will launch in europe on 11 march  the company has announced.  the portable games machine  which features touch-screen control  will retail for £99 in the uk (149 euros). nintendo said 15 games would be available in the uk at launch  with prices ranging from £19 to £29. more than 2.8 million ds consoles have been sold since it first appeared in the us and japan at the end of 2004. rival sony has said it will launch its first handheld console  the psp  in the us and europe before the end of march. the psp is expected to compete for a large part of the same handheld market  despite sony s assertion that the machines are aimed at different consumers.  the 15 games available on the european launch date will include nintendo s super mario 64 ds  as well as titles from third-party developers such as ubisoft s rayman ds.  more than 120 games are in development for the new console  nintendo has said. the ds is backwards compatible with the game boy advance  allowing the earlier machine s back catalogue of 700 games to be played. additionally  a short-range wireless link for multiplayer gaming is built in to the ds  with a  download play  option which allows a group to play against each other  even if just one person owns a copy. other features include a short-range messaging application called pictochat  and a built-in microphone which is used in sega s launch title project rub. nintendo has also announced a media adapter  which will allow the console to play music and video on the move.  the launch price of £99 (149 euros) compares favourably with the us price of $149  according to john houlihan  editor of the computerandvideogames.com magazine.  it s a very  very competitive price point. there are some innovative features  and nintendo has created quite a buzz   he says.  however  the line-up of games could have been stronger. everyone wanted to see the eight-player mario kart ds  for example.   mr houlihan believes that there is likely to be an audience for both the nintendo ds and sony s new psp  with the former aimed largely at a younger audience and the latter expected to be marketed as a multimedia device.  the psp is a sexy bit of kit  but sony s attitude to the psp has been very understated in europe  so far   mr houlihan said. the worldwide handheld software market had an estimated worth of $2.6bn at the end of 2004  according to industry analysts screen digest.  in the past  games consoles and handhelds have generally launched much later in europe than in other parts of the world. however nintendo president satoru iwata said the company was  pleased to have offered such a short period of time between the us and european launch .  europe is an extremely important market for nintendo   mr iwata added. nintendo raised its sales targets for the ds console last december after selling a million in the us and japan in just a few weeks.,tech
asia shares defy post-quake gloom thailand has become the first of the 10 southern asian nations battered by giant waves at the weekend to cut its economic forecast.  thailand s economy is now expected to grow by 5.7% in 2005  rather than 6% as forecast before tsunamis hit six tourist provinces. the full economic costs of the disaster remain unclear. in part  this is because of its scale  and because delivering aid and recovering the dead remain priorities. but indonesian  indian and hong kong stock markets reached record highs on wednesday  suggesting that investors do not fear a major economic impact.  the highs showed the gap in outlook between investors in large firms and individuals who have lost their livelihoods.  investors seemed to feel that some of the worst-affected areas - such as aceh in indonesia - were so under-developed that the tragedy would little impact on asia s listed companies  according to analysts.  obviously with a lot of loss of life  a lot of time is needed to clean up the mess  bury the people and find the missing. but it s not necessarily a really big thing in the economic sense   said abn amro chief asian strategist eddie wong. india s bombay stock exchange inched slightly above its previous record close on wednesday. expectations of strong corporate earnings in 2005 drove the indonesian stock exchange in jakarta to a record high on wednesday. in hong kong  the hang seng index may be benefiting in part from the potential for its listed property companies to gain from rebuilding contracts in the tsunami-affected regions of south east asia. in sri lanka  some economists have said that as much as 1% of annual growth may be lost. sri lanka s stock market has fallen about 5% since the weekend  but it is still 40% higher than at the start of 2004.  thailand may lose 30bn baht (£398m; $768m) in earnings from tourism over the next three months  according to tourism minister sontaya kunplome.  in the affected provinces  he expects the loss of tourism revenue to be offset by government reconstruction spending. thailand intends to spend a similar sum - around 30bn baht - on the rebuilding work.  it will take until the fourth quarter of next year before tourist visitors in phuket and five other provinces return to their normal level   said naris chaiyasoot  director general at the ministry s fiscal policy office. in the maldives the cost of reconstruction could wipe out economic growth  according to a government spokesman.  our nation is in peril here   said ahmed shaheed  the chief government spokesman. he estimated the economic cost of the disaster at hundreds of millions of dollars. the maldives has gross domestic product of $660m.  it won t be surprising if the cost exceeds our gdp   he said.  in the last few years  we made great progress in our standard of living - the united nations recognised this. now we see this can disappear in a few days  a few minutes.  shaheed noted that investment in a single tourist resort - the economic mainstay - could run to $40m. between 10 and 12 of the 80-odd resorts have been severely damaged  and a similar number have suffered significant damage. however  many experts  including the world bank  have pointed out that it is still difficult to assess the magnitude of the disaster and its likely economic impact.,business
"Greenwald on Politics, Privacy, Journalism",tech
nadal marches on in mexico rafael nadal continued his run of fine form to beat guillermo canas and reach the mexican open semis in acapulco.  eighth seed nadal  who picked up his second atp title when he beat alberto martin in last week s brazil open  saw off the argentine third seed 7-5 6-3. he now meets argentine wild card mariano puerta  who followed up his win over top seed carlos moya by overcoming spain s felix mantilla  6-4 3-6 7-6. czech fifth seed czech jiri novak was eliminated 7-5 6-1 by agustin calleri. the unseeded argentine  who won the tournament two years ago  now plays spain s albert montanes. montanes advanced to his first semi-final of the year with a 4-6 6-3 6-4 triumph over sixth-seeded italian filippo volandri. argentina s agustin calleri beat fourth seed jiri novak 7-5 6-1 in a battle of former champions at the mexican open. calleri won his only atp title in acapulco two years ago while novak won the singles and doubles titles in 1998. calleri will face albert montanes in the semi-finals after the spaniard ousted sixth seed filippo volandri of italy 4-6 6-3 6-4. argentine wild card mariano puerta continued his improbable run  outlasting felix mantilla 6-4 3-6 7-6.,sports
bennett play takes theatre prizes the history boys by alan bennett has been named best new play in the critics  circle theatre awards.  set in a grammar school  the play also earned a best actor prize for star richard griffiths as teacher hector. the producers was named best musical  victoria hamilton was best actress for suddenly last summer and festen s rufus norris was named best director. the history boys also won the best new comedy title at the theatregoers  choice awards.  partly based upon alan bennett s experience as a teacher  the history boys has been at london s national theatre since last may. the critics  circle named rebecca lenkiewicz its most promising playwright for the night season  and eddie redmayne most promising newcomer for the goat or  who is sylvia   paul rhys was its best shakespearean performer for measure for measure at the national theatre and christopher oram won the design award for suddenly last summer. both the critics  circle and whatsonstage.com theatregoers  choice award winners were announced on tuesday. chosen by more than 11 000 theatre fans  the theatregoers  choice awards named us actor christian slater best actor for one flew over the cuckoo s nest. diana rigg was best actress for suddenly last summer  dame judi dench was best supporting actress for the rsc s all s well that ends well and the history boys  samuel barnett was best supporting actor.,entertainment
broadband steams ahead in the us more and more americans are joining the internet s fast lane  according to official figures.  the number of people and business connected to broadband jumped by 38% in a year  said the us federal communications commission (fcc). in a report  it said there were more than 32 million broadband connections by the end of june 2004. but the us is still behind compared to other nations  ranked 13th in the world by a un telecoms body.  during his 2004 re-election campaign  president george w bush pledge to ensure that affordable high-speed net access would be available to all americans by 2007.  according to the report by the fcc  broadband is becoming increasingly popular  with people using it for research and shopping  as well as downloading music and watching video. the total number of people and businesses on broadband rose by to 32.5 million in the year ending june 2004  compared to 23.5 million in june 2003. whereas in the uk  most people hook up to broadband via asymmetric digital subscriber line (adsl) technology which lets ordinary copper phone lines support high data speeds. but in the us  cable leads the way  accounting for 18.6 million lines. broadband over the phone line makes up 11.4 million connections  according to the fcc figures.,tech
"UPDATED: Cochrane study: Stockpiling Tamiflu, Relenza was $2B 'thrown down  ...",medical
China significantly weakens yuan,business
nhl teams honor victims of canadas junior hockey bus crash,sports
more women turn to net security older people and women are increasingly taking charge of protecting home computers against malicious net attacks  according to a two-year study.  the number of women buying programs to protect pcs from virus  spam and spyware attacks rose by 11.2% each year between 2002 and 2004. the study  for net security firm preventon  shows that security messages are reaching a diversity of surfers. it is thought that 40% of those buying home net security programs are retired. for the last three years  that has gone up by an average of 13.2%. but more retired women (53%) were buying security software than retired men. the research reflects the changing stereotype and demographics of web users  as well as growing awareness of the greater risks that high-speed broadband net connections can pose to surfers.  the study predicts that 40% of all home pc net security buyers will be women in 2005. they could even overtake men as the main buyers by 2007  if current rates persist  according to the research.  i think older people have become more vigilant about protecting their pcs as we tend to be more cautious and want an insurance policy in case something does go wrong   said one over-60 woman who took part in the research.   you started off with young male stereotype computer users for last 10 years   paul goosens  head of preventon told the bbc news website.  now we are seeing real people - both sexes and very often it is women who have more access at home.  but net service providers still need to take more responsibility in making sure people are educated about net threats before they go online  particuarly if they are new to broadband  he said.  programs also need to be tailored so that they can be installed by dial-up users with a slower connection too  said mr goosens. security software should be easy to use  with simple interfaces and instructions written in non-technical language  he added. the nature of the security threats are also becoming more than just about e-mail viruses. high-profile complaints about rogue diallers  and spyware or other programs that surreptitiously install themselves on computers  have also raised awareness about the need to have a combination of anti-virus  firewall and spyware-removal programs too. without protection  these kinds of programs can be picked up just through surfing the web normally.  more than 30 000 pcs a day globally are being recruited into networks that spread spam and viruses  a study from security from symantec showed last year. viruses written to make headlines by infecting millions are also getting rarer  according to net security experts. programs are being unleashed to directly profit criminal gangs  many based in eastern europe  over those which are designed to show off technical skills or cause nuisance. the research shows that more people are taking these criminal net threats more seriously because  said mr goosens  they are reported in the press much more.  you are seeing older users being educated by the media and are seeing them picking up on this threat. they are asking the right questions   he explained.  it is more likely the younger users who naively assume that because they are using a reputable service provider  that they are safe to connect to the net.  an unprotected computer on a broadband connection can be breached and infected with viruses or spyware within minutes. by the end of the year it is thought that more than 30% of uk homes will have broadband net access. in july last year  the number of uk households accessing the net via broadband surpassed those using dial-up for the first time  according to the office of national statistics.,tech
"Miley Cyrus Performs in Her Underwear, Says She Ran Out of Time to Change  ...",entertainment
berlin cheers for anti-nazi film a german movie about an anti-nazi resistance heroine has drawn loud applause at berlin film festival.  sophie scholl - the final days portrays the final days of the member of the white rose movement. scholl  21  was arrested and beheaded with her brother  hans  in 1943 for distributing leaflets condemning the  abhorrent tyranny  of adolf hitler. director marc rothemund said:  i have a feeling of responsibility to keep the legacy of the scholls going.   we must somehow keep their ideas alive   he added.  the film drew on transcripts of gestapo interrogations and scholl s trial preserved in the archive of communist east germany s secret police. their discovery was the inspiration behind the film for rothemund  who worked closely with surviving relatives  including one of scholl s sisters  to ensure historical accuracy on the film. scholl and other members of the white rose resistance group first started distributing anti-nazi leaflets in the summer of 1942. they were arrested as they dropped leaflets at munich university calling for a  day of reckoning  with adolf hitler s regime. the film focuses on the six days from scholl s arrest to the intense trial which saw scholl initially deny the charges and ended with a defiant appearance. it is one of three german films vying for a top prize at the festival.  a south african film version of bizet s tragic opera carmen shot in cape town in the xhosa language has also premiered at the berlin festival. the film is entitled u-carmen ekhayelitsha or carmen in khayelitsha after the township in which the story is set. it is performed by a 40-strong music and theatre troupe in their debut film performance. the film is the first south african feature in 25 years and only the second to be nominated for a golden bear award.,entertainment
paris promise raises welsh hopes has there been a better six nations match than saturday s epic in paris   and can the welsh revival continue all the way to a first grand slam since 1978  those are the two questions occupying not just wales supporters but rugby fans as a whole after a scintillating display in paris. welsh legend mervyn davies  a member of two of three grand slam-winning sides of the 1970s  hailed it as  one of the great performances of the past three decades . martyn williams  wales  two-try scorer on the day  called it  one of the most surreal games i have ever played in . a crestfallen france coach  bernard laporte  simply observed:  there was a french half and there was a welsh half . and what a half it was for the red dragonhood  transforming a 15-6 half-time deficit into an 18-15 lead within five mesmerising minutes of the second period. but while that passage of play showed the swelling self-belief of a side prepared to back its own spirit of adventure  the final quarter told us a whole lot more about this welsh side. that they recovered from a battering in the first half-hour to first stem the tide before half-time  then reverse it on the resumption  was remarkable enough. but in resisting a seemingly unstoppable wave of french pressure in a nail-biting final five minutes  wales showed not only their physical attributes but their mental resolve.  in international rugby  any of the top seven sides can beat each other on a given day  but the great sides are those that win the close contests on a consistent basis. england suffered some infamous six nations disappointments en route to world cup glory  the pain of defeat forging bonds that ultimately led to victory when it really mattered. wales have some way to go before they can be remotely considered in a similar light. but the signs are that players previously on the receiving end are learning how to emerge on the right side of the scoreline. ten of the 22 on duty on saturday were also involved when wales were trounced 33-5 in paris two years ago. but since they threw off the shackles against new zealand in the 2003 world cup  wales have rediscovered much of what made them a great rugby nation in the first place.   the confidence in the squad has been building and building since the world cup and we now have young players who are becoming world class   noted coach mike ruddock. the likes of michael owen  gethin jenkins  dwayne peel and gavin henson are certainly building strong cases for inclusion on this summer s lions tour to new zealand. and players like stephen jones  martyn williams  shane williams and gareth thomas are proving it is not only the youngsters that are on an upward curve. jones  after his superb man-of-the-match display  observed that  we are a very happy camp now . ruddock and thomas can take much of the credit for that  ensuring the tribal and regional divisions that have often scarred welsh rugby do not extend to the national squad. the  joie de vivre  so evident in that magical second-half spell in paris also stems from a style of play that first wooed supporters the world over in the 1970s.  if england had half the innate attacking exuberance wales have produced in this championship  they would not be contemplating the debris of three consecutive defeats. similarly  wales have learnt that style alone does not win matches  and that forward power  mental toughness and good decision-making under pressure are equally important. so on to murrayfield  where wales have not won on their last three visits. while the hype in the principality will go into overdrive  the players will set about the task of beating scotland. only then - with the visit of ireland to finish - can they start thinking about emulating the hallowed players of the 1970s  and writing their own names into welsh legend.,sports
intel unveils laser breakthrough intel has said it has found a way to put a silicon-based laser on a chip  raising hopes of much faster networks.  scientists at intel have overcome a fundamental problem that before now has prevented silicon being used to generate and amplify laser light. the breakthrough should make it easier to interconnect data networks with the chips that process the information. the intel researchers said products exploiting the breakthrough should appear by the end of the decade.   we ve overcome a fundamental limit   said dr mario paniccia  director of intel s photonics technology lab. writing in the journal nature  dr paniccia - and colleagues haisheng rong  richard jones  ansheng liu  oded cohen  dani hak and alexander fang - show how they have made a continuous laser from the same material used to make computer processors. currently  says dr paniccia  telecommunications equipment that amplifies the laser light that travels down fibre optic cables is very expensive because of the exotic materials  such as gallium arsenide  used to make it.  telecommunications firms and chip makers would prefer to use silicon for these light-moving elements because it is cheap and many of the problems of using it in high-volume manufacturing have been solved.  we re trying to take our silicon competency in manufacturing and apply it to new areas   said dr paniccia. while work has been done to make some of the components that can move light around  before now silicon has not successfully been used to generate or amplify the laser light pulses used to send data over long distances. this is despite the fact that silicon is a much better amplifier of light pulses than the form of the material used in fibre optic cables. this improved amplification is due to the crystalline structure of the silicon used to make computer chips. dr paniccia said that the structure of silicon meant that when laser light passed through it  some colliding photons rip electrons off the atoms within the material.  it creates a cloud of electrons sitting in the silicon and that absorbs all the light   he said. but the intel researchers have found a way to suck away these errant electrons and turn silicon into a material that can both generate and amplify laser light. even better  the laser light produced in this way can  with the help of easy-to-make filters  be tuned across a very wide range of frequencies. semi-conductor lasers made before now have only produced light in a narrow frequency ranges. the result could be the close integration of the fibre optic cables that carry data as light with the computer chips that process it. dr paniccia said the work was the one of several steps needed if silicon was to be used to make components that could carry and process light in the form of data pulses.  it s a technical validation that it can work   he said.,tech
every curling stone ever used in the olympics has come from one tiny island,sports
mcdonald s boss bell dies aged 44 charlie bell  the straight-talking former head of fast-food giant mcdonald s  has died of cancer aged 44.  mr bell was diagnosed with colorectal cancer in may last year  a month after taking over the top job. he resigned in november to fight the illness. joining the company as a 15-year-old part-time worker  mr bell quickly moved through its ranks  becoming australia s youngest store manager at 19. a popular go-getter  he is credited with helping revive mcdonald s sales. mr bell leaves a wife and daughter.  as we mourn his passing  i ask you to keep charlie s family in your hearts and prayers   chief executive james skinner said in a statement.  and remember that in his abbreviated time on this earth  charlie lived life to the fullest.   no matter what cards life dealt  charlie stayed centred on his love for his family and for mcdonald s.   after running the company s australian business in the 1990s  mr bell moved to the us in 1999 to run operations in asia  africa and the middle east. in 2001  he took over the reins in europe  mcdonald s second most important market. he became chief operating officer and president in 2002. mr bell took over as chief executive after his predecessor as ceo  jim cantalupo  died suddenly of a heart attack in april. having worked closely with mr cantalupo  who came out of retirement to turn mcdonald s around  mr bell focused on boosting demand at existing restaurants rather than follow a policy of rapid expansion. he had promised not to let the company get  fat  dumb and happy   and  according to reuters  once told analysts that he would shove a fire hose down the throat of competitors if he saw them drowning. mr bell oversaw mcdonald s  i m lovin  it  advertising campaign and introduced successes such as mccafe  now the biggest coffee shop brand in australia and new zealand. colleagues said that mr bell was proud of his humble beginnings  helping out behind cash tills and clearing tables when visiting restaurants.,business
Pizza chain Sbarro files for bankruptcy,business
would the nfl owners really listen to kaepernick,sports
african double in edinburgh world 5000m champion eliud kipchoge won the 9.2km race at the view from great edinburgh cross country.  the kenyan  who was second when newcastle hosted the race last year  was in front from the outset. ethiopian duo gebre gebremariam and dejene berhanu made last-gasp efforts to overtake him  but kipchoge responded and a burst of speed clinched victory. gavin thompson was the first briton in 12th place while nick mccormick held of his british rivals to win the 4km race. the morpeth harrier led from the end of the first lap and ended mike skinner and andrew baddeley s hopes with a surge in the lasp lap.  my training has gone so well i wasn t really worried about the opposition asi knew i was in great shape   said mccormick  who now hopes to earn a 1 500m place in the british team for the world championships in helsinki. in the women s race  ethiopia s tirunesh dibaba won a battle with world cross country champion benita johnson to retain her title. australian johnson  who shocked her african rivals in brussels last march  looked to be on course for another win in the 6.2km race. but world 5000m champion dibaba make a telling strike for the finishing line in the final 20 metres. britons kathy butler and hayley yelling were out of contention early on.,sports
Being too thin more deadly than being too fat,medical
Metro-North employee killed by train in Manhattan,business
Is Your Child Getting Enough Sleep?,medical
collins calls for chambers return world 100m champion kim collins says suspended sprinter dwain chambers should be allowed to compete in the olympics again.  chambers was banned for two years after testing positive for the anabolic steroid thg and his suspension runs out in november this year. but collins says the british olympic association should reverse the decision to ban him from the olympics for life.  it was too harsh   collins told radio five live.  they should reconsider.  chambers has been in america learning american football but has not ruled out a return to the track. collins added:  he is a great guy and i have never had any problems with him. we are friends.  i would like to see dwain come back and compete again. he is a good person.  even though he made a mistake he understands what he did and should be given a chance once more.,sports
peugeot deal boosts mitsubishi struggling japanese car maker mitsubishi motors has struck a deal to supply french car maker peugeot with 30 000 sports utility vehicles (suv).  the two firms signed a memorandum of understanding  and say they expect to seal a final agreement by spring 2005. the alliance comes as a badly-needed boost for loss-making mitsubishi  after several profit warnings and poor sales. the suvs will be built in japan using peugeot s diesel engines and sold mainly in the european market. falling sales have left mitsubishi motors with underused capacity  and the production deal with peugeot gives it a chance to utilise some of it.  in january  mitsubishi motors issued its third profits warning in nine months  and cut its sales forecasts for the year to march 2005. its sales have slid 41% in the past year  catalysed by the revelation that the company had systematically been hiding records of faults and then secretly repairing vehicles. as a result  the japanese car maker has sought a series of financial bailouts. last month it said it was looking for a further 540bn yen ($5.2bn; £2.77bn) in fresh financial backing  half of it from other companies in the mitsubishi group. us-german carmaker daimlerchrylser  a 30% shareholder in mitsubishi motors  decided in april 2004 not to pump in any more money. the deal with peugeot was celebrated by mitsubishi s newly-appointed chief executive takashi nishioka  who took over after three top bosses stood down last month to shoulder responsibility for the firm s troubles. mitsubishi motors has forecast a net loss of 472bn yen in its current financial year to march 2005. last month  it signed a production agreement with japanese rival nissan motor to supply it with 36 000 small cars for sale in japan. it has been making cars for nissan since 2003.,business
" Echocardiographic examination.  Borderline left ventricular hypertrophy with normal ejection fraction at 60%, mitral annular calcification with structurally normal mitral valve, no intracavitary thrombi is seen, interatrial septum was somewhat difficult to assess, but appeared to be intact on the views obtained.",medical
france v wales (sat) stade de france  paris  saturday  26 february  1600 gmt  bbc1  radio 4 lw and this website  france may have beaten scotland and england but they were tedious and uninspired throughout both matches. wales  on the other hand  have played some fine rugby and have made their best start since they last won the title in 1994. they also have a good record at the stade de france  having won their first two games there  in 1999 and 2001. wales have made two changes from the team that thrashed italy 38-8 in rome.  kevin morgan takes over from his injured newport-gwent dragons colleague hal luscombe on the right wing. in the pack neath-swansea ospreys forward ryan jones bas been brought on the blind-side flank to beef up the wales back row in place of jonathan thomas. wales coach mike ruddock is determined that his team will not go into their shells after their promising start to the championship.  graham henry (former wales coach) said a couple of years ago that we should  be bold  when going to france  and he was proved right   said ruddock.  that is a great way to approach the game  and something we will further endorse with the players this week.   despite their stuttering displays in their first two games defending champions france are also unbeaten. under-pressure coach bernard laporte has made four changes  with yannick nyanga  the debutant julien laharrague  aurelien rougerie and yannick jauzion coming into the side. france have been criticised for the absence of traditional  french flair  as they have ground their way to victory so far this year but captain fabien pelous sees hope on the horizon.  i get the impression we are getting better   he said.  against wales  which is different from the teams we have beaten  i hope we can show our proper game.   j laharrague; a rougerie  y jauzion  d traille  c dominici; y delaigue  d yachvili; s marconnet  s bruno  n mas; f pelous (capt)  j thion; s betsen  y nyanga  j bonnaire (bourgoin).  w servat  o milloud  g lamboley  i harinordoquy  p mignoni  f michalak  j-p grandclaude.  g thomas (capt); k morgan  t shanklin  g henson  s williams; s jones  d peel; g jenkins  m davies  a jones; b cockbain  r sidoli; r jones  m williams  m owen.  r mcbryde  j yapp  j thomas  r sowden-taylor  g cooper  c sweeney  r williams.,sports
rusedski forced out in marseille greg rusedski was forced to withdraw from the open 13 in marseille on thursday with a rib injury.  the british number two had been scheduled to play qualifier sebastien de chaunac  who beat world number five guillermo coria 6-4 7-5 in round one. but rusedski was unable to take to the court because of a problem with the left-hand side of his rib-cage. american taylor dent caused a shock with a 7-6 6-2 victory over second seed david nalbandian. but third seed joachim johansson made it through after beating frenchman gilles simon 7-6 6-3 while in the first match of the day  sixth seed feliciano lopez defeated ivo karlovic. there were also wins for slovakia s karol beck and croatian duo ivan ljubicic and mario ancic.,sports
The things they say:,entertainment
radcliffe enjoys winning comeback paula radcliffe made a triumphant return to competitive running with victory in the new york marathon.  the briton  running for the first time since dropping out of the olympic marathon and 10 000m  held off kenyan susan chepkemei in a thrilling finish. the pair were locked together for the last few miles before radcliffe finally sprinted clear to win in two hours  23 minutes and 10 seconds.  it s a good way to end the year   she said.  i m ready for a good rest now.  radcliffe decided only recently to run in the race and many had doubted whether she had sufficiently recovered from her olympic ordeal just 11 weeks ago. but the world record-holder was prominent at the head of the field for the whole race as her rivals slowly dropped off the pace. just chepkemei and radcliffe were left in contention as the race came into the final few miles. the kenyan put in several bursts of speed to throw off radcliffe but the briton managed to hang in. both runners looked to be suffering as they reached the final mile in central park. but it was radcliffe who managed to dredge up a final sprint to see off chepkemei in the closest finish in the race s history and in the process make a huge step in erasing the disappointment she suffered in athens.,sports
ALL ABOARD THE SPACESHIP OF THE IMAGINATION: Did You Watch The  ...,tech
Miley Cyrus performs in her underwear; Kate Upton to sue over fake nude  ...,entertainment
Rust Cohle's Conversion - True Detective Finale,entertainment
"RPT-Favreau goes from ""Iron Man"" to stainless steel food truck in new film",entertainment
Bitcoin Exchange Mt. Gox Hit by 150000 DDoS Attacks Per Second Before  ...,business
No proof taking aspirin prevents first heart attack: US agency,medical
Pacific Organic Produce Announce Voluntary Recall of Mangos Due to Possible  ...,medical
"Apple releases iOS 7.1 with CarPlay, improved UI, and more lifelike Siri",tech
Hide apps easier in new Apple TV update,tech
"In A Surprising Season Finale, HBO's 'True Detective' Explores The 'True  ...",entertainment
how athletes stay calm under pressure breath is everything,sports
musicians  upbeat  about the net musicians are embracing the internet as a way of reaching new fans and selling more music  a survey has found.  the study by us researchers  pew internet  suggests musicians do not agree with the tactics adopted by the music industry against file-sharing. while most considered file-sharing as illegal  many disagreed with the lawsuits launched against downloaders.  even successful artists don t think the lawsuits will benefit musicians   said report author mary madden.  for part of the study  pew internet conducted an online survey of 2 755 musicians  songwriters and music publishers via musician membership organisations between march and april 2004.  they ranged from full-time  successful musicians to artists struggling to make a living from their music.  we looked at more of the independent musicians  rather than the rockstars of this industry but that reflects more accurately the state of the music industry   ms madden told the bbc news website.  we always hear the views of successful artists like the britneys of the world but the less successful artists rarely get represented.  the survey found that musicians were overwhelming positive about the internet  rather than seeing it as just a threat to their livelihood. almost all of them used the net for ideas and inspiration  with nine out of 10 going online to promote  advertise and post their music on the web. more than 80% offered free samples online  while two-thirds sold their music via the net. independent musicians  in particular  saw the internet as a way to get around the need to land a record contract and reach fans directly.  musicians are embracing the internet enthusiastically   said ms madden.  they are using the internet to gain inspiration  sell it online  tracking royalties  learning about copyright.   perhaps surprisingly  opinions about online file-sharing were diverse and not as clear cut as those of the record industry.  through the recording industry association of america (riaa)  it has pursued an aggressive campaign through the courts to sue people suspected of sharing copyrighted music. but the report suggests this campaign does not have the wholehearted backing of musicians in the us. it found that most artists saw file-sharing as both good and bad  though most agreed that it should be illegal.  free downloading has killed opportunities for new bands to break without major funding and backing   said one musician quoted by the report.  it s hard to keep making records if they don t pay for themselves through sales.  however 60% said they did not think the lawsuits against song swappers would benefit musicians and songwriters. many suggested that rather than fighting file-sharing  the music industry needed to recognise the changes it has brought and embrace it.  both successful and struggling musicians were more likely to say that the internet has made it possible for them to make more money from their music  rather than make it harder for them to protect their material from piracy   said ms madden.,tech
First robotic 'legs' cleared by US to help paraplegics walk,medical
mobile gig aims to rock 3g forget about going to a crowded bar to enjoy a gig by the latest darlings of the music press.  now you could also be at a live gig on your mobile  via the latest third generation (3g) video phones. rock outfit rooster are playing what has been billed as the first ever concert broadcast by phone on tuesday evening from a london venue. the 45-minute gig is due to be  phone cast  by the 3g mobile phone operator  3. 3g technology lets people take  watch and send video clips on their phones  as well as swap data much faster than with 2g networks like gsm. people with 3g phones in the uk can already download football and music clips on their handsets.  some 1 000 fans of the london-based band will have to pay five pounds for a ticket and need a 3g handset.   once you have paid  you can come and go as much as you like  because we expect the customers to be mobile   said 3 spokesperson belinda henderson.  it s like going to a concert hall  except that you are virtually there.  the company behind the trial hopes to learn more about how people use their video phones.  we are looking on how long people will stay on average on the streams. some people may stay the whole time  some may dip in and out   said ms henderson.  we actually expect people to dip in and out because they are mobile and they will be doing other things.  3 is looking to music as a way of persuading more people to take up the latest video phones. it is already planning regular gigs throughout 2005. and during the intermission  of course  you would still be able to make a phone call.,tech
ireland 19-13 england ireland consigned england to their third straight six nations defeat with a stirring victory at lansdowne road.  a second-half try from captain brian o driscoll and 14 points from ronan o gara kept ireland on track for their first grand slam since 1948. england scored first through martin corry but had  tries  from mark cueto and josh lewsey disallowed. andy robinson s men have now lost nine of their last 14 matches since the 2003 world cup final. the defeat also heralded england s worst run in the championship since 1987. ireland last won the title  then the five nations  in 1985  but 20 years on they share top spot in the table on maximum points with wales. and eddie o sullivan s side banished the ghosts of 2003 when england were rampant 42-6 victors in claiming the grand slam at lansdowne road. in front of a supercharged home crowd on a dry but blustery day in dublin  ireland tore into the white-shirted visitors from the kick-off and made their intentions clear when o gara landed a fourth-minute drop-goal.  england took their time to settle but their first real venture into ireland s half produced a simple score for corry. the number eight picked up the ball from the back of a ruck and found an absence of green jerseys between himself and the irish line  racing 25 yards to touch down. england fly-half charlie hodgson nailed the conversion from out on the left  but almost immediately o gara  winning his 50th cap  answered with two penalties in quick succession. england were awarded a penalty of their own on the halfway line after 20 minutes  and hodgson  the villain at twickenham  coolly bisected the posts. the first quarter was marked by periods of tactical kicking  but it was ireland who were showing more willingness to spread the ball wide to their eager and inventive backs. a series of probes led by the talismanic o driscoll  back from hamstring injury  resulted in a penalty but ireland chose to kick for touch.  from the line-out  the ball was recycled back to o gara  who stroked his second drop-goal  this time off the right upright. as the interval approached  wing josh lewsey was the catalyst for england s most promising attack. the wasps star raced up his touchline and hodgson s cross-kick put in mark cueto for an apparent score  but the sale wing was ruled to have started in front of the kicker. england began the second half well and had ireland pinned in their own half. but another english indiscretion on a rare irish break-out awarded o gara a kick at goal  which he missed. england s pressure continued  and a wave of attacks saw centre jamie noon dragged down yards from the line before hodgson landed a drop-goal.  the lead was shortlived  however. ireland raced upfield  deft handling from the backs  including a clever dummy from geordan murphy on hodgson  ending with o driscoll going over in the right corner and touching down close to the posts. o gara missed a penalty which would have put ireland nine points clear  and the home crowd breathed a sigh of relief when hodgson s cross-kick was fumbled by lock ben kay near the line. anticipation of a home win sent the noise level sky-high  but o gara missed another chance to seal the game with a wayward drop-goal attempt. inside the last 10 minutes  england poured forward  spurred on by scrum-half matt dawson  who replaced leicester s harry ellis. but despite one near miss with the pack over the line - not checked on the tv replay by referee jonathan kaplan - england were unable to pull off a face-saving win. ireland next face france at lansdowne road in two weeks  time before the potential title decider against wales in cardiff. england are still to meet italy at twickenham  in what is now a wooden spoon decider  and scotland.  g murphy; g dempsey  b o driscoll  s horgan  d hickie; r o gara  p stringer; r corrigan  s byrne  j hayes; m o kelly  p o connell; s easterby  j o connor  a foley.  f sheahan  m horan  d o callaghan  e miller  g easterby  d humphreys  k maggs.  j robinson (capt); m cueto  j noon  o barkley  j lewsey; c hodgson  h ellis; g rowntree  s thompson  m stevens; d grewcock  b kay; j worsley  l moody  m corry.  a titterrell  d bell  s borthwick  a hazell  m dawson  a goode  o smith.,sports
